Thorlabs Shack-Hartmann Wavefront Sensor

Model                  ,       WFS150-7AR
  24.886, 189.415,   61.171, 188.792,   97.044, 188.084,  132.753, 187.483,  168.415, 186.945,  204.151, 186.213,  239.917, 185.567,  275.737, 184.896,  311.655, 184.431,  347.628, 184.715,  383.612, 185.542,  419.393, 186.522,  454.901, 187.189,  490.296, 187.749,  525.418, 188.562,  560.467, 189.165,  595.559, 189.584,  630.510, 190.066,  665.192, 190.828,  700.386, 190.860,  735.357, 191.022, 
  24.604, 226.510,   60.855, 225.987,   96.765, 225.283,  132.540, 224.642,  168.192, 224.183,  203.970, 223.572,  239.652, 223.059,  275.428, 222.162,  311.473, 221.100,  347.673, 221.285,  383.685, 222.374,  419.454, 223.096,  454.974, 223.509,  490.356, 223.682,  525.529, 224.102,  560.682, 224.749,  595.776, 225.353,  630.560, 226.080,  665.595, 226.685,  700.505, 226.851,  735.631, 226.954, 
  24.493, 263.681,   60.598, 263.300,   96.460, 262.925,  132.268, 262.161,  168.064, 261.888,  203.844, 261.625,  239.533, 261.347,  275.416, 261.020,  311.159, 260.382,  347.547, 259.873,  383.562, 260.403,  419.440, 260.108,  454.891, 260.342,  490.348, 260.566,  525.710, 260.414,  560.918, 260.631,  595.944, 261.148,  630.785, 261.470,  665.685, 261.705,  700.576, 262.136,  735.493, 262.255, 
  24.425, 300.655,   60.330, 300.731,   96.130, 300.361,  132.078, 299.911,  167.852, 299.696,  203.717, 299.445,  239.440, 299.231,  275.180, 298.999,  311.077, 298.672,  347.202, 298.311,  383.327, 298.973,  419.340, 297.878,  454.988, 297.508,  490.315, 297.186,  525.655, 296.968,  561.008, 296.846,  596.104, 296.769,  630.951, 296.867,  665.788, 297.058,  700.582, 297.174,  735.350, 297.307, 
  24.370, 337.690,   60.174, 337.718,   95.849, 337.626,  131.761, 337.342,  167.668, 337.006,  203.489, 336.943,  239.315, 336.788,  275.043, 336.721,  311.247, 336.136,  347.256, 335.922,  383.223, 336.456,  419.087, 335.461,  454.869, 335.075,  490.272, 334.681,  525.750, 334.179,  561.168, 333.814,  596.266, 333.248,  631.338, 332.880,  666.120, 332.323,  701.130, 332.052,  735.620, 332.173, 
  24.317, 374.546,   60.020, 374.656,   95.685, 374.648,  131.546, 374.552,  167.524, 374.320,  203.395, 374.245,  239.209, 374.298,  274.898, 374.164,  310.979, 373.807,  347.166, 373.203,  383.233, 372.354,  419.046, 372.589,  454.754, 372.289,  490.383, 371.827,  525.914, 371.373,  561.347, 370.956,  596.628, 370.247,  631.856, 369.795,  666.865, 368.450,  701.788, 367.407,  736.373, 366.751, 
  24.312, 411.533,   59.916, 411.735,   95.486, 411.748,  131.419, 411.642,  167.434, 411.588,  203.287, 411.516,  239.141, 411.870,  274.928, 411.409,  310.698, 410.528,  347.034, 408.583,  383.092, 406.760,  419.010, 407.935,  454.864, 408.231,  490.552, 408.610,  526.253, 408.254,  561.945, 407.757,  597.287, 406.880,  632.727, 405.694,  668.143, 404.274,  703.014, 403.316,  737.838, 402.248, 
  24.270, 448.443,   59.770, 448.570,   95.497, 448.610,  131.332, 448.654,  167.347, 448.646,  203.226, 448.118,  239.035, 447.576,  274.812, 446.348,  310.854, 444.844,  346.697, 443.000,  383.040, 440.758,  419.063, 442.517,  455.054, 443.633,  491.059, 443.734,  526.905, 443.485,  562.511, 443.184,  598.241, 442.799,  633.727, 441.663,  668.906, 440.475,  703.661, 439.533,  738.403, 438.481, 
  24.274, 483.731,   59.851, 483.763,   95.428, 483.050,  131.357, 482.337,  167.317, 481.242,  203.276, 480.328,  239.022, 479.544,  274.806, 478.914,  310.572, 477.917,  346.804, 476.429,  383.112, 474.630,  419.378, 476.852,  455.658, 477.969,  491.533, 478.332,  527.433, 478.799,  563.088, 478.675,  598.760, 478.561,  634.519, 478.297,  669.854, 478.033,  704.766, 477.913,  739.698, 476.662, 
  24.277, 487.161,   59.822, 489.499,   95.447, 492.643,  131.518, 495.345,  167.579, 497.914,  203.378, 499.175,  239.049, 500.395,  274.747, 501.688,  310.289, 502.042,  347.047, 508.330,  383.422, 507.896,  419.766, 509.154,  455.954, 511.117,  491.906, 512.704,  527.865, 513.421,  563.591, 514.132,  599.339, 514.831,  635.031, 514.530,  670.503, 514.250,  705.396, 514.371,  740.619, 514.435, 
  24.312, 547.115,   60.107, 546.023,   95.867, 545.740,  131.992, 545.207,  167.808, 545.792,  203.558, 546.608,  239.278, 547.641,  274.818, 548.822,  311.095, 549.482,  346.954, 541.211,  383.451, 540.526,  419.586, 541.501,  455.731, 542.823,  491.947, 543.745,  528.085, 544.602,  564.208, 545.349,  599.904, 545.955,  635.482, 545.614,  670.949, 545.439,  705.941, 545.345,  741.016, 545.541, 
  24.130, 569.982,   60.068, 571.503,   96.107, 572.779,  132.188, 573.935,  168.048, 574.037,  203.712, 574.274,  239.414, 574.394,  275.110, 574.563,  310.825, 574.985,  346.815, 574.308,  382.997, 573.835,  418.454, 574.608,  454.935, 575.448,  491.299, 576.565,  528.109, 577.508,  564.445, 578.396,  600.236, 579.068,  635.910, 579.483,  671.059, 579.388,  706.509, 579.372,  741.635, 579.437, 
  23.864, 598.961,   59.857, 601.061,   96.071, 603.848,  132.293, 605.439,  168.228, 606.864,  203.880, 607.159,  239.524, 607.455,  275.082, 607.629,  310.682, 607.948,  346.875, 607.591,  382.362, 606.923,  417.626, 607.888,  453.574, 608.559,  490.157, 609.318,  527.418, 610.425,  564.290, 611.313,  600.616, 612.004,  636.372, 612.527,  671.737, 612.271,  706.892, 612.106,  742.078, 612.016, 
  23.981, 632.486,   59.955, 633.239,   96.205, 634.953,  132.370, 636.992,  168.259, 638.372,  203.893, 639.694,  239.580, 640.091,  275.099, 640.275,  310.634, 640.569,  346.663, 640.008,  382.217, 639.354,  417.189, 640.696,  452.806, 641.788,  488.917, 642.296,  525.493, 643.044,  562.673, 644.151,  599.910, 644.890,  636.581, 644.710,  672.309, 644.374,  707.565, 644.009,  742.826, 643.655, 
  24.136, 666.861,   60.191, 666.837,   96.392, 666.680,  132.689, 666.287,  168.475, 666.838,  204.141, 667.575,  239.701, 668.327,  275.123, 669.431,  310.663, 670.914,  346.501, 671.326,  382.050, 671.770,  417.140, 672.188,  452.598, 673.491,  488.343, 674.609,  524.885, 675.239,  561.284, 676.213,  598.882, 677.143,  636.230, 677.911,  672.809, 677.833,  708.108, 677.631,  743.261, 677.082, 
  24.354, 704.728,   60.269, 704.080,   96.446, 703.111,  132.812, 702.560,  168.606, 702.374,  204.291, 702.135,  239.896, 702.025,  275.225, 702.952,  310.703, 703.060,  346.557, 703.409,  382.039, 703.743,  417.226, 703.980,  452.696, 703.770,  488.325, 703.648,  524.917, 703.706,  561.198, 703.387,  598.255, 703.285,  635.512, 703.443,  672.399, 703.696,  707.820, 703.369,  742.872, 702.432, 
